Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
1488,192.168.10.3-192.168.10.5-88-49174-6,192.168.10.5,49174,192.168.10.3,88,6,03/07/2017 09:08:12,525,7,4,2780.0,2820.0,1381.0,0.0,397.1428571428572,672.1077365451238,1410.0,0.0,705.0,814.0638795573723,1.0666666666666668E7,20952.380952380954,52.5,76.11869386396194,263.0,1.0,525.0,87.5,120.31084739124731,330.0,1.0,469.0,156.33333333333334,186.77348134393532,372.0,48.0,0,0,0,0,164,104,13333.333333333336,7619.047619047618,0.0,1410.0,466.66666666666663,686.049075018204,470663.33333333343,0,0,0,1,0,0,0,0,0.0,509.09090909090907,397.1428571428572,705.0,164,0,0,0,0,0,0,7,2780,4,2820,8192,2053,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1491,192.168.10.3-192.168.10.5-389-49172-6,192.168.10.5,49172,192.168.10.3,389,6,03/07/2017 09:08:11,2162816,15,12,4134.0,1044.0,1660.0,0.0,275.6,566.7928318933772,210.0,0.0,86.99999999999999,89.21475621932017,2394.1010238503877,12.483724921583715,83185.23076923077,411614.39915039984,2100466.0,3.0,2162816.0,154486.85714285713,560320.2664325599,2100466.0,3.0,2162801.0,196618.27272727274,651412.2760231175,2160700.0,3.0,0,0,0,0,324,264,6.9354027342131745,5.5483221873705375,0.0,1660.0,184.92857142857144,424.164008162062,179915.10582010585,0,0,0,1,0,0,0,0,0.0,191.77777777777771,275.6,87.0,324,0,0,0,0,0,0,15,4134,12,1044,8192,0,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1492,192.168.10.3-192.168.10.5-389-49170-6,192.168.10.5,49170,192.168.10.3,389,6,03/07/2017 09:08:11,4054568,21,13,5760.0,9244.0,1660.0,0.0,274.2857142857143,497.85722279154925,2634.0,0.0,711.0769230769231,800.3430995036298,3700.517539723098,8.385603595746822,122865.69696969698,672582.0187638124,3868244.0,2.0,4054568.0,202728.4,863042.19016389,3868244.0,3.0,126564.0,10547.0,33853.69185453513,117884.0,2.0,0,0,0,0,444,284,5.179343397373037,3.206260198373785,0.0,2634.0,428.68571428571437,649.9978629570558,422497.22184873954,0,0,0,1,0,0,0,0,0.0,441.29411764705884,274.2857142857143,711.0769230769231,444,0,0,0,0,0,0,21,5760,13,9244,8192,2050,19,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1494,192.168.10.3-192.168.10.5-88-49182-6,192.168.10.5,49182,192.168.10.3,88,6,03/07/2017 09:08:21,562,7,4,486.0,444.0,234.0,0.0,69.42857142857143,112.45570556572805,222.0,0.0,111.0,128.1717597600969,1654804.2704626333,19572.953736654803,56.2,121.46769117753084,397.0,1.0,562.0,93.66666666666666,171.55718191514651,439.0,1.0,468.0,156.0,264.1382213917554,461.0,3.0,0,0,0,0,164,104,12455.516014234876,7117.437722419929,0.0,234.0,77.49999999999999,111.23807392664207,12373.909090909092,0,0,0,1,0,0,0,0,0.0,84.54545454545455,69.42857142857143,111.0,164,0,0,0,0,0,0,7,486,4,444,8192,2053,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1495,192.168.10.3-192.168.10.5-88-49183-6,192.168.10.5,49183,192.168.10.3,88,6,03/07/2017 09:08:21,843,9,4,658.0,3064.0,314.0,0.0,73.1111111111111,136.59469649701305,1532.0,0.0,766.0,884.5006123985067,4415183.867141163,15421.115065243179,70.25,186.23110032234882,660.0,1.0,843.0,105.375,237.03944066034958,689.0,1.0,793.0,264.3333333333333,376.4337037691144,699.0,46.0,0,0,0,0,204,104,10676.156583629892,4744.9584816132865,0.0,1532.0,265.8571428571429,547.8559407984291,300146.1318681319,0,0,0,1,0,0,0,0,0.0,286.3076923076923,73.1111111111111,766.0,204,0,0,0,0,0,0,9,658,4,3064,8192,2053,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1496,192.168.10.3-192.168.10.5-88-49184-6,192.168.10.5,49184,192.168.10.3,88,6,03/07/2017 09:08:21,1002,9,6,3094.0,3002.0,1532.0,0.0,343.77777777777777,673.6634504293999,1495.0,0.0,500.33333333333326,770.4701594913762,6083832.335329341,14970.05988023952,71.57142857142857,191.78221393658376,732.0,1.0,1002.0,125.25,294.9371603773057,850.0,1.0,950.0,190.0,305.05327403586415,732.0,1.0,0,0,0,0,204,144,8982.035928143712,5988.023952095808,0.0,1532.0,381.0,675.3652838773006,456118.2666666668,0,0,0,1,0,0,0,0,0.0,406.4,343.77777777777777,500.33333333333326,204,0,0,0,0,0,0,9,3094,6,3002,8192,2053,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1497,192.168.10.3-192.168.10.5-389-49181-6,192.168.10.5,49181,192.168.10.3,389,6,03/07/2017 09:08:21,8226,13,12,5772.0,964.0,1684.0,0.0,444.0,659.3371671610814,210.0,0.0,80.33333333333333,96.10915511526306,818867.0070508145,3039.144176999757,342.75,940.6875491986654,3872.0,1.0,8226.0,685.5,1301.7793766435789,3964.0,1.0,8176.0,743.2727272727273,1411.9208965738196,4120.0,2.0,0,0,0,0,284,264,1580.3549720398732,1458.7892049598831,0.0,1684.0,259.0769230769231,498.5330418800282,248535.1938461539,0,0,0,1,0,0,0,0,0.0,269.44,444.0,80.33333333333333,284,0,0,0,0,0,0,13,5772,12,964,8192,0,11,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1498,192.168.10.3-192.168.10.5-389-49180-6,192.168.10.5,49180,192.168.10.3,389,6,03/07/2017 09:08:21,15885,23,21,5770.0,7104.0,1684.0,0.0,250.86956521739125,464.2892225902285,2634.0,0.0,338.2857142857144,647.3378671804347,810450.1101668241,2769.9087189172174,369.4186046511628,1712.1245814784534,11247.0,1.0,15885.0,722.0454545454544,2407.994136151552,11365.0,3.0,15828.0,791.4,2506.936847608,11341.0,2.0,0,0,0,0,484,444,1447.906830343091,1322.0018885741265,0.0,2634.0,286.08888888888896,549.6059672091627,302066.7191919193,0,0,0,1,0,0,0,0,0.0,292.59090909090907,250.8695652173913,338.2857142857143,484,0,0,0,0,0,0,23,5770,21,7104,8192,0,21,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1500,192.168.10.5-64.4.27.50-49179-443-6,192.168.10.5,49179,64.4.27.50,443,6,03/07/2017 09:08:20,452789,8,7,1787.0,4803.0,885.0,0.0,223.375,320.4460897383076,1460.0,0.0,686.1428571428573,652.4036144829947,14554.240496125127,33.12801326887358,32342.071428571428,43214.18878716766,92549.0,3.0,452789.0,64684.14285714286,44188.473758921085,94717.0,3.0,364976.0,60829.33333333332,46718.6416355042,97572.0,221.0,0,0,0,0,172,152,17.668273743399247,15.45973952547434,0.0,1460.0,411.875,532.4810951260773,283536.11666666664,0,0,0,1,0,0,0,0,0.0,439.33333333333326,223.375,686.1428571428571,172,0,0,0,0,0,0,8,1787,7,4803,8192,256,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1541,192.168.10.5-65.55.242.254-49185-443-6,192.168.10.5,49185,65.55.242.254,443,6,03/07/2017 09:08:24,4108229,21,21,17085.0,16017.0,5489.0,0.0,813.5714285714287,1324.21522312004,1460.0,0.0,762.7142857142858,685.3786648895008,8057.486571464249,10.223383360567292,100200.70731707316,509217.8063650291,3272098.0,3.0,4108229.0,205411.45,724024.8276594619,3272217.0,3.0,3938052.0,196902.6,736711.9047545621,3318257.0,48.0,0,0,0,0,432,432,5.111691680283647,5.111691680283647,0.0,5489.0,769.8139534883722,1036.2441166657952,1073801.8693244741,0,0,0,1,0,0,0,0,1.0,788.1428571428571,813.5714285714287,762.7142857142858,432,0,0,0,0,0,0,21,17085,21,16017,8192,251,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1552,192.168.10.3-192.168.10.5-88-49188-6,192.168.10.5,49188,192.168.10.3,88,6,03/07/2017 09:08:29,1332,7,4,458.0,358.0,220.0,0.0,65.42857142857143,105.62647575751251,179.0,0.0,89.5,103.345698184943,612612.6126126125,8258.258258258258,133.2,243.36292057565205,620.0,1.0,1332.0,222.00000000000003,474.58444980846144,1188.0,1.0,648.0,216.0,368.9268220121709,642.0,3.0,0,0,0,0,164,104,5255.255255255255,3003.003003003003,0.0,220.0,67.99999999999999,97.93411514426886,9591.09090909091,0,0,0,1,0,0,0,0,0.0,74.18181818181819,65.42857142857143,89.5,164,0,0,0,0,0,0,7,458,4,358,8192,2053,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1553,192.168.10.3-192.168.10.5-88-49189-6,192.168.10.5,49189,192.168.10.3,88,6,03/07/2017 09:08:29,785,9,4,630.0,2944.0,300.0,0.0,70.0,130.42239071570495,1472.0,0.0,736.0,849.8595962471292,4552866.242038216,16560.509554140128,65.41666666666667,194.2128440342677,681.0,0.0,785.0,98.125,249.31130138844486,713.0,0.0,718.0,239.33333333333331,407.6092900478759,710.0,4.0,0,0,0,0,204,104,11464.968152866242,5095.541401273887,0.0,1472.0,255.28571428571428,526.3339724447306,277027.4505494505,0,0,0,1,0,0,0,0,0.0,274.9230769230769,70.0,736.0,204,0,0,0,0,0,0,9,630,4,2944,8192,2053,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1554,192.168.10.3-192.168.10.5-88-49190-6,192.168.10.5,49190,192.168.10.3,88,6,03/07/2017 09:08:29,958,7,4,2794.0,2830.0,1388.0,0.0,399.1428571428571,675.523359717345,1415.0,0.0,707.5,816.9506309033203,5870563.674321503,11482.254697286013,95.8,231.83988727855552,753.0,2.0,958.0,159.66666666666669,318.91608091575864,809.0,2.0,905.0,301.6666666666667,440.22986419975337,810.0,47.0,0,0,0,0,164,104,7306.889352818372,4175.365344467641,0.0,1415.0,468.66666666666663,688.995623859085,474714.96969696967,0,0,0,1,0,0,0,0,0.0,511.27272727272725,399.1428571428572,707.5,164,0,0,0,0,0,0,7,2794,4,2830,8192,2053,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1556,192.168.10.3-192.168.10.5-88-49191-6,192.168.10.5,49191,192.168.10.3,88,6,03/07/2017 09:08:29,524,7,4,470.0,370.0,226.0,0.0,67.14285714285715,108.55325662461505,185.0,0.0,92.5,106.80979980008075,1603053.4351145036,20992.366412213738,52.4,103.77132980206473,342.0,1.0,524.0,87.33333333333331,152.89037466978314,393.0,1.0,429.0,143.0,240.75506225207403,421.0,4.0,0,0,0,0,164,104,13358.778625954197,7633.5877862595435,0.0,226.0,70.00000000000001,100.86444548817171,10173.636363636362,0,0,0,1,0,0,0,0,0.0,76.36363636363636,67.14285714285714,92.5,164,0,0,0,0,0,0,7,470,4,370,8192,2053,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1557,192.168.10.3-192.168.10.5-88-49192-6,192.168.10.5,49192,192.168.10.3,88,6,03/07/2017 09:08:29,738,9,4,642.0,2944.0,306.0,0.0,71.33333333333333,133.06765196696006,1472.0,0.0,736.0,849.8595962471292,4859078.590785908,17615.176151761516,61.5,177.91749875612675,625.0,1.0,738.0,92.25,231.60603865801326,663.0,1.0,665.0,221.66666666666669,377.01105200422614,657.0,3.0,0,0,0,0,204,104,12195.121951219511,5420.054200542005,0.0,1472.0,256.14285714285717,526.4168949157571,277114.7472527473,0,0,0,1,0,0,0,0,0.0,275.84615384615387,71.33333333333333,736.0,204,0,0,0,0,0,0,9,642,4,2944,8192,2053,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1563,192.168.10.3-192.168.10.5-88-49193-6,192.168.10.5,49193,192.168.10.3,88,6,03/07/2017 09:08:29,1020,9,6,3130.0,3042.0,1550.0,0.0,347.7777777777777,681.6006487998999,1515.0,0.0,507.0,780.7980532762617,6050980.392156863,14705.882352941175,72.85714285714286,198.5357387485677,759.0,1.0,1020.0,127.5,308.45559995379745,888.0,1.0,930.0,186.0,323.5552503051063,759.0,3.0,0,0,0,0,204,144,8823.529411764704,5882.352941176468,0.0,1550.0,385.75,683.8544192053354,467656.8666666666,0,0,0,1,0,0,0,0,0.0,411.46666666666664,347.77777777777777,507.0,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1565,192.168.10.3-192.168.10.5-88-49195-6,192.168.10.5,49195,192.168.10.3,88,6,03/07/2017 09:08:30,988,9,6,3104.0,3022.0,1537.0,0.0,344.88888888888886,675.8682276236333,1505.0,0.0,503.66666666666663,775.6341061780784,6200404.858299595,15182.186234817815,70.57142857142857,190.88486835533345,730.0,1.0,988.0,123.50000000000004,298.6665603741308,860.0,1.0,898.0,179.6,310.79543111184887,730.0,3.0,0,0,0,0,204,144,9109.311740890693,6072.874493927126,0.0,1537.0,382.875,678.7020824092605,460636.51666666655,0,0,0,1,0,0,0,0,0.0,408.4,344.88888888888886,503.66666666666674,204,0,0,0,0,0,0,9,3104,6,3022,8192,2053,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1567,192.168.10.3-192.168.10.5-389-49196-6,192.168.10.5,49196,192.168.10.3,389,6,03/07/2017 09:08:30,422448,15,12,4106.0,1044.0,1646.0,0.0,273.73333333333335,561.9081606031193,210.0,0.0,86.99999999999999,89.21475621932017,12190.849524675226,63.913191682763326,16248.0,72420.8676103787,367702.0,1.0,422448.0,30174.857142857145,98156.36851775539,367702.0,1.0,422382.0,38398.36363636363,126721.03088222785,420476.0,1.0,0,0,0,0,324,264,35.50732871264629,28.40586297011703,0.0,1646.0,183.92857142857144,420.5581765869972,176869.17989417992,0,0,0,1,0,0,0,0,0.0,190.74074074074073,273.73333333333335,87.0,324,0,0,0,0,0,0,15,4106,12,1044,8192,0,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1568,192.168.10.3-192.168.10.5-389-49194-6,192.168.10.5,49194,192.168.10.3,389,6,03/07/2017 09:08:30,431586,15,12,4982.0,1566.0,1633.0,0.0,332.13333333333327,564.1088885093358,507.0,0.0,130.49999999999997,191.62249820462586,15171.947190131283,62.55995328856821,16599.461538461535,72992.27721682933,370958.0,2.0,431586.0,30827.571428571428,98873.28709453894,370958.0,3.0,431490.0,39226.36363636363,127391.1233471726,423309.0,3.0,0,0,0,0,324,264,34.755529604760106,27.80442368380809,0.0,1633.0,233.85714285714286,438.29338341696416,192101.08994709,0,0,0,1,0,0,0,0,0.0,242.51851851851848,332.1333333333333,130.5,324,0,0,0,0,0,0,15,4982,12,1566,8192,0,13,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
1587,192.168.10.3-192.168.10.5-88-49197-6,192.168.10.5,49197,192.168.10.3,88,6,03/07/2017 09:08:35,1175,9,6,3130.0,3042.0,1550.0,0.0,347.7777777777777,681.6006487998999,1515.0,0.0,507.0,780.7980532762617,5252765.957446808,12765.95744680851,83.92857142857143,226.40619191237624,867.0,0.0,1175.0,146.875,334.3391936769774,970.0,0.0,1077.0,215.4,369.4066864581636,867.0,3.0,0,0,0,0,204,144,7659.574468085106,5106.3829787234035,0.0,1550.0,385.75,683.8544192053354,467656.8666666666,0,0,0,1,0,0,0,0,0.0,411.46666666666664,347.77777777777777,507.0,204,0,0,0,0,0,0,9,3130,6,3042,8192,2053,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
